all_C_D_1,all_C_D_2,all_C_D_3,all_C_D_4,all_C_D_5,all_C_D_6,all_C_D_7,all_C_D_8,all_C_D_9,all_C_D_10,all_C_D_11,all_C_D_12,all_C_D_13,all_C_D_14,all_C_D_15,all_C_D_16,all_C_D_17,all_C_D_18,all_C_D_19,all_C_D_20,Sujeto,clase
0.4888888888888889,0.45454545454545453,0.7142857142857143,0.8,0.8333333333333334,0.0,0.3333333333333333,0.6190476190476191,0.3333333333333333,0.23809523809523808,0.4,0.13333333333333333,0.0,0.47619047619047616,NaN,0.7333333333333333,0.5,0.3,0.3333333333333333,0.42857142857142855,B11SUPR,B
0.7692307692307693,0.7,0.7472527472527473,0.7121212121212122,0.8095238095238095,0.6545454545454545,0.7692307692307693,0.7238095238095238,0.7,0.4642857142857143,0.8181818181818182,0.7362637362637363,NaN,0.7619047619047619,0.8636363636363636,0.7564102564102564,0.6483516483516484,1.0,0.8205128205128205,0.7692307692307693,B12LARA,B
0.47619047619047616,0.5714285714285714,0.42857142857142855,0.5333333333333333,NaN,0.5238095238095238,0.3333333333333333,0.6,0.5333333333333333,0.4,0.8,0.5714285714285714,NaN,0.6071428571428571,NaN,0.4444444444444444,0.6666666666666666,1.0,0.42857142857142855,0.7142857142857143,B13VIGA,B
0.5238095238095238,0.5111111111111111,0.5833333333333334,0.5,0.5357142857142857,0.6666666666666666,0.3055555555555556,0.5,0.5,0.5333333333333333,1.0,0.5111111111111111,0.6071428571428571,NaN,0.5,0.5151515151515151,0.6666666666666666,0.6666666666666666,0.6190476190476191,0.5272727272727272,B18CASI,B
0.8571428571428571,0.6388888888888888,0.5272727272727272,1.0,0.5833333333333334,NaN,0.5,0.6388888888888888,NaN,NaN,0.6666666666666666,1.0,NaN,0.5,NaN,0.7142857142857143,0.7,NaN,0.6666666666666666,0.8,B22VIPU,B
0.5777777777777777,0.47619047619047616,0.5555555555555556,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3,0.4,0.5,0.6666666666666666,1.0,0.6785714285714286,0.6111111111111112,0.6222222222222222,0.0,0.3333333333333333,1.0,0.9047619047619048,B24CECU,B
0.5833333333333334,0.9,0.7619047619047619,0.9,0.4166666666666667,NaN,NaN,0.6190476190476191,NaN,1.0,0.3333333333333333,0.6666666666666666,NaN,0.5333333333333333,0.4166666666666667,0.6666666666666666,NaN,NaN,0.5,0.5,B4CAZAD,B
0.9869281045751634,0.9869281045751634,0.9869281045751634,0.9869281045751634,0.9926470588235294,0.9869281045751634,0.9869281045751634,0.9869281045751634,0.9869281045751634,0.9869281045751634,0.9869281045751634,0.9869281045751634,NaN,0.9869281045751634,0.9869281045751634,0.9926470588235294,0.9926470588235294,0.8823529411764706,0.9869281045751634,0.9869281045751634,B7MESEA,B
0.7222222222222222,0.7111111111111111,0.8571428571428571,0.8,0.5714285714285714,1.0,0.3939393939393939,0.6666666666666666,0.5,0.5,1.0,0.6388888888888888,NaN,0.4444444444444444,0.5636363636363636,0.44871794871794873,0.3333333333333333,NaN,0.7,0.3333333333333333,B8RAMOM,B
0.8,0.6071428571428571,0.6388888888888888,0.47619047619047616,1.0,0.0,NaN,0.5714285714285714,0.0,NaN,0.6111111111111112,0.5714285714285714,NaN,0.5555555555555556,0.7142857142857143,0.6222222222222222,NaN,NaN,0.8,0.6666666666666666,B9BENIE,M
0.7912087912087912,0.7912087912087912,0.7619047619047619,0.7238095238095238,0.8076923076923077,0.7333333333333333,0.7333333333333333,0.7238095238095238,0.7454545454545455,0.8444444444444444,0.9242424242424242,0.9444444444444444,NaN,0.8351648351648352,0.8717948717948718,0.7619047619047619,NaN,0.9,0.7472527472527473,0.8181818181818182,M12SAES,M
0.7712418300653595,0.8666666666666667,0.7941176470588235,0.8476190476190476,0.8791208791208791,0.8,0.8571428571428571,0.8583333333333333,0.9242424242424242,0.8909090909090909,0.9090909090909091,0.9230769230769231,NaN,0.7916666666666666,0.7712418300653595,0.8583333333333333,0.9523809523809523,0.8545454545454545,0.7941176470588235,0.8761904761904762,M19NAMO,M
0.5934065934065934,0.7777777777777778,0.5897435897435898,0.4835164835164835,0.5833333333333334,0.3,0.3,0.6212121212121212,0.6190476190476191,0.6190476190476191,0.7222222222222222,0.6388888888888888,NaN,0.5769230769230769,0.6388888888888888,0.6666666666666666,0.7142857142857143,0.5,0.8055555555555556,0.3333333333333333,M24SAME,M
0.4909090909090909,0.4222222222222222,0.4725274725274725,0.8,0.5714285714285714,0.7,0.2,0.5555555555555556,0.42857142857142855,0.3333333333333333,0.6428571428571429,0.8571428571428571,0.6666666666666666,0.6944444444444444,0.4888888888888889,0.6666666666666666,NaN,NaN,0.7333333333333333,NaN,M27MUAG,M
0.8380952380952381,0.945054945054945,0.9238095238095239,0.9238095238095239,0.8761904761904762,0.8095238095238095,0.875,0.945054945054945,0.8717948717948718,0.8952380952380953,0.3333333333333333,0.5238095238095238,0.875,0.8076923076923077,0.8416666666666667,0.8014705882352942,0.8857142857142857,0.9444444444444444,1.0,0.7166666666666667,M3ESDIR,M
0.7555555555555555,0.5604395604395604,0.5769230769230769,0.6888888888888889,0.7090909090909091,0.6,0.5238095238095238,0.6666666666666666,0.5,0.5333333333333333,1.0,0.7222222222222222,NaN,0.6666666666666666,1.0,0.7636363636363637,NaN,0.8,1.0,0.7454545454545455,M7FLSAA,M
